comment_id,comment_text,Sub1_Toxic,Sub2_Engaging,Sub3_FactClaiming
92,Wo Arbeiten die Politiker Hart ! Im Bundestag kommen un gehen die wann sie wollen manche schlafen bei Debatten naja bei so harten Büffets und Fresseinlagen kann man auch verstehen . Die müssten alle nach 4 Jahren wieder in Ihre alten Jobs zurück. Ohne Pensionsansprüche,1,0,1
93,"Dank ROT-GRÜN müssen die Menschen heute 45 Jahre Jahre arbeiten und jeden Monat den Durchschnittslohn in Deutschland (3.500 €) verdienen, damit man einen Anspruch auf 1.200 € hat (vor Abzug der Sozialabgaben)....wer hat das (Prof. Sell hat genau dieses in der Sendung Böttinger offen gelegt)? Bei all den Menschen, die in die bedarfsorientierte Grundsicherung fallen, werden alle privaten Vorsorgen angerechnet - wie sieht dieses bei dem Rechenmodell von Herrn Heil aus?",0,1,1
94,"@USER, sorry, da muss ich sie enttäuschen...... Bitte schauen sie sich mal die vielen Folgen ""Der Anstalt"" zu diesem Thema an! Falls sie sich diese Mühe machen möchten, würde ich gern mit ihnen diskutieren....Danke!",0,1,0
95,"@USER so eine dumme Aussage. Würde es keine Putzfrauen geben dann wären Krankenhäuser, Altenheime Bahnhofstoiletten und und und völlig verleimt. Dann würden Menschen wie Sie sich wieder bescheren weil ja nicht geputzt wurde. Vielleicht sollten Sie mal anfangen und Menschen die die scheiße andere wegwischen mit mehr Respekt entgegen treten. Auch sollten Sie Ihrer Frisörin dankbar sein, dass sie Ihnen die Haare macht. Denn ich die Arbeiten im unteren Level der Gehaltsstufe. Also bitte mehr Respekt vor Menschen die sich Tag für Tag krumm legen um halbwegs über die Runden zu kommen ohne vom mit leben zu müssen. Das diesen Menschen dann ein anrechnungsfähige Rente zustehen sollte die nicht unterhalb des Existenzminimum ist sollte jeden vollhonk kalt sein. Aber Sie scheinen ja ziemlich arrogant zu sein und Menschen mit geringen Einkommen nicht ernst zu nehmen. Sie sollten sich schämen.",1,1,0
96,"@USER steht jeden nur die da oben lassen nur noch ihresgleichen aufsteigen und sorgen dafür, dass die unten auch unten bleiben.",1,0,1
97,@USER mit der AFD wird es den Reichen noch besser gehen weil die denen alle Steuern senken wollen und den Mittelstand dafür die Steuern erhöhen. Zudem wollen die keinerlei Unterstützung mehr für Arbeitslose geben.,0,1,0
98,@USER Arsch,1,0,0
99,"Reinigungskräfte haben einen Tariflohn von glaube ich 11,30 oder so. Habe mich erst letztens mit unserer Reinigungskraft unterhalten. Hier geht es aber nicht um die Tätigkeit, sondern darum, wie ungerecht das System ist. Leute die arbeiten und was ansparen fürs Alter wird alles weggenommen, was sie angespart haben, wenn sie in H4 rutschen kurz vor der Rente. Wie asozial ist das denn bitte. Es gibt viele Leute mit Berufsausbildungen, wo man nicht viel mehr verdient.",1,1,1
100,@USER Das ist Quatsch von wegen die Meisten . Nur die größten haben die Möglichkeit das Geld Risikolos ins Ausland zu bringen Den Mittelständisch gelingt das kaum .Und beim Normali wird's gleich abgezogen,0,1,1
101,@USER Ja auf dem Golfplatz,1,0,0
102,@USER Weil das so ist . Das Geld das die sogenannten Reichen zahlen sind nur die Gelder die sie sonst sowieso am Normalen Steuern zahlen müssten. Hier ist kein Neid aber es muss nicht sein das viele der Reichen Ihr von den Arbeiteten Menschen Geld in 3 und mehr Immobilien anlegen und das im Ausland nur um hier keine Steuern zu zahlen. Wenn man das Interview von Rossmann gesehen hat kann Mann nur Kotzen mit welcher Arroganz dieser Typ durch s Leben geht. Da sagen selbst sehr Reiche Menschen in Deutschland das sie sich Schämen,1,0,1
103,@USER Das ist kein Neid . Aber es darf nicht sein das ein Unternehmer oder Vorstandschef 100 mal mehr Verdient als ein Krankenpfleger oder Schlosser oder oder . Das ist kein Neid das ist ne Sauerei . Wenn das so weitergeht wird s so wie 1917 bei den Russen ! Dann holen sich die Normalen Menschen sich das von den Reichen mit Gewalt und dann wird's viele Tote Reiche geben !,1,0,0
104,@USER Wo haben die Verluste ! Bevor die Verluste haben bringen die Ihr Geld ins Ausland . Alles Lügen und Ihr denkt der kleine Mann ist Blöd und glaubt Euch das ! ! Nein Nein,1,0,1
105,@USER Ja die Frau ist die einzige die eine Logische Vorderung stellte . Keiner will eine zwangsenteignung aber eine entsprechende Beteiligung an den Staatsausgaben. Was die sogenanntem Reichen zahlen ist Lachhaft . Haben sie Angst ein wenig Geld fürs Wohl der Allgemeinheit anzugeben . Ich bin nicht Reich und nicht Arm und freue mich wenn ich für andere Menschen denen es nicht so gut geht was gutes tun kann. Ein schönes Gefühl. Das scheint Ihnen zu fehlen,1,0,0
106,Beides ist wichtig.,0,0,0
107,"Die Reichen werden immer reicher und die Armen immer ärmer. Der Mittelstand schrumpft und knapp 1/3 bis die Hälfte der Bevölkerung ist von Altersarmut betroffen. Die Umverteilung des Geldes ist ein Weg, der unumgänglich ist. Es geht nicht darum Leuten den ganzen Reichtum wegzunehmen, sondern lediglich darum Probleme zu lösen und das Geld muss irgendwo herkommen. Die Reichen und Superreichen werden es überleben, dass sie etwas mehr Steuern für das Gemeinwohl zahlen müssen. Hier wird ja bewusst so getan, als wäre das der Weltuntergang. Hier stellen sich viele auf die Seiten der Reichen und Superreichen. Wie kann man denn so bescheuert sein?",1,1,1
108,"Die Spanne zwischen Arm und Reich geht immer weiter auseinander und du willst mir sagen, dass die das alles hart erarbeitet haben? Durch Lohndumping, Steuervorteile bei Bankgeschäften, Steuerschlupflöcher..... ist das erst in dem Maße möglich. Der Großteil der Reichen Erben gehen nicht arbeiten, weil sie von dem Geerbten Leben und trotzdem wird das Geld immer mehr. Das liegt daran, dass Arbeit wesentlich höher besteuert wird, als Kapitalanlagen. Beamte machen ein normalen Job, wie jeder andere auch. Deine Dramatologie in dem Bereich ist echt übertrieben und es geht NICHT um Neid, sondern um die Lösung von Problemen.",0,1,1
109,"Die Spanne zwischen ""arm"" und ""reich"" geht immer weiter auseinander und einige glauben, dass das alles hart erarbeitet ist? Durch Lohndumping, Steuervorteile bei Bankgeschäften, Steuerschlupflöcher..... ist das erst in dem Maße möglich. Der Großteil der Reichen Erben gehen nicht arbeiten, weil sie von dem Geerbten Leben und trotzdem wird das Geld immer mehr. Das liegt daran, dass Arbeit wesentlich höher besteuert wird, als Kapitalanlagen. Niemand will Reichtum verbieten, es geht lediglich darum, dass man Probleme lösen muss und das geht nur durch eine Umverteilung. Der Weg ist unumgänglich.",0,1,1
110,"@USER Ich sagte der ERBEN einfach mal lesen lernen, kann nicht so schwer sein.",1,0,0
111,"@USER Das ist das Einzige was kommt. Neid? Darum geht es nicht, das ist nicht mal ein Argument. Hier in unserem Land gibt es knapp 1/3 der Leute, die später in Altersarmut rutschen. Wir müssen es hinbekommen, dass JEDER im Alter ein Leben in Würde leben kann.",0,0,1
112,@USER Nur ist der Steuersatz ganz anders. 25% sind weniger als knapp 40%. Das Steuersystem ist ungerecht.,0,1,1
113,"@USER Es geht darum, dass die Leute, die das Geld anlegen und dadurch Geld machen 25% Steuern zahlen und ich knappe 40%. Warum sollte Arbeit höher besteuert sein?",0,0,1
114,Dieses Land schafft sich ab ! Sarrazin hatte völlig recht mit allem https://www.bild.de/politik/inland/politik-inland/isis-kaempfer-nach-deutschland-holen-61-prozent-der-deutschen-dafuer-60289470.bild.html,0,1,1
115,"@MEDIUM wieso überdenken die ÖR ihren Blickwinkel nicht auch mal ? 2 Links zum aufwachen 🤦‍♀️ https://www.faz.net/aktuell/gesellschaft/menschen/pariser-unternehmen-bietet-reisen-nach-syrien-an-16054654.html?utm_content=buffer8c8f1&utm_medium=social&utm_source=facebook.com&utm_campaign=GEPC%253Ds6 36.000 Nigeraner , nur 79 bekamen Asyl, aber alle sind hier 🤬 https://amp.welt.de/politik/deutschland/article189127145/Asylsystem-Wie-es-bei-der-illegalen-Zuwanderung-aus-Nigeria-versagt.html?wtrid=upday",1,1,1
116,"Müssen eigentlich ständig AfD Themen behandelt werden? Was ist mit dem völkerrechtswidrigen Kriegen? Was ist mit der Beteiligung Deutschlands an diesen Kriegen? Was ist mit unseren Waffenexporten und, was noch schlimmer ist, Deutsche in Lizenz gefertigte Waffen, im Ausland. Was ist mit der wirtschaftlichen Ausbeutung der Länder in der EU und in der Welt durch Deutschland. Speziell erwähne ich mal das Economic Partnership Agreement, die Leerfischung der Meere oder die Überflutung von Märkten mit unseren steuersubventionierten Billigfleisch? Was ist mit den 16,8% der Menschen in Deutschland, die unterhalb der Armutsgrenze leben? Was ist mit den 1,5 Millionen Menschen, die zu den Tafeln gehen? Was ist mit den Werksverträgler, die in Deutschland unter sklavenähnlichen Bedingungen arbeiten müssen? Was ist mit den Menschen, die einen Stundenlohn von weniger als 13 Euro beziehen und garantiert im Alter auf die Grundsicherung angewiesen sein werden? Sprecht doch mal die sozialen Themen an! Hier kommt ganz schnell die neoliberale und kapitalistische Fratzen der CDU, CSU, FDP, SPD und Grüne zum Vorschein.",1,0,1
117,"Die AfD sind genau so neoliberal und kapitalistische Zerstörer unserer Heimat, wie die CDU, CSU, FDP, SPD und Grüne auch.",1,0,0
118,Sarazin ist ein rechtsradikaler Mensch. Ein Menschenhasser. Sie kennen nur Zerstörung. Die Geschichte hat es gezeigt.,1,0,1
119,"@USER, du hast das Thema im Kern nicht verstanden",0,0,1
120,"Ich frage dich, verlassen Menschen gerne ihre Heimat?",0,0,0
121,"Man könnte sagen, dass es seit 21 Jahren abzusehen war. Aber auch ich habe erst angefangen seit 5 Jahren mich intensiv um das Thema Politk zu kümmern. Vorher habe ich immer N-TV oder N24 neben bei laufen lassen, bis ich bemerkt habe, dass da nur ""Nachrichten"" laufen und keine Infomationen gesendet werden. Es zeigt auch die tendenziöse Berichterstattung vieler Sendungen. Büger werden nicht objektiv informiert. Ja, ein großteil der öffentlich rechtlchen und der Pivatsender ist tendenziös und somit kaum zu gebrauchen. Und ja es gibt auch gute öffentlich rechtliche Sendungen, wie die Sendung Monitor, Die Anstalt, die die Story im Ersten und einiges mehr. Nur Narrativ der Medien ist pro Wirtschaft, pro USA und pro NATO. Wichtige Zusammenhänge werden uns so gut wie gar nicht erklärt. Z.B. das Thema Geldsystem, Euro, Außenhandel, Freihandelsabkommen, Wirtschafts- und Rohstoffkriege, UNO Charta, sonstige Fluchtursachen, Lambsdorfpapiere, Agenda 2010, Renten uvm.",0,1,1
122,"Das sieht man insbesondere bei den rechtsradikalen Menschen. Sie wollen den Flüchtingen ncht hefen. Sie meinen, dass Deutschland alles richtig Macht und diese Menschen nur herkommen um sich in unsere ""soziale Hängematte"" zu legen. Nur leider muss ich feststllen, dass diese Menschen zumeist gar nichts wissen und einfach nur gerne auf schwächere Menschen einpügeln. Sind es nicht Flüchtlinge und Migranten, dann weden es wieder ALG 2 Bezieher und Arbeitslose sein.",1,1,1
123,"Viele Meinen, das die AfD eine ""Alternative für Deutschland"" ist. Nur ist das eine Bauernfängerpartei. Wenn man ihre rechtsradikale Hetze mal außen vor läßt, dann kommt ihr wirtschaftsnaher, neoliberal-kapitalistischer Kern zum Vorschein. Mit Alice ""Mrs. Goldman Sachs"" Weidel an der Spitze. Der AfD sind Menschen mit geringen Einkommen haben den gleichen Stellenwert in der AfD wie Flüchtlinge und Migrangen. Das sieht man z.B. nachdem Steuerkonezpt nach Kirchhoff, mit ihrer Vorderung der Beibehaltung der Hartz 4 Sanktionen oder die Beibehaltung des viel zu niedrigen Mindestlohns. Über ihr Lehrkräftemeldeprtal, das der Stasi alle Ehre Macht, mal ganz zu schweigen.",1,1,1
124,"Ja ich kenne ihre Sendungen. Ich würde sie nicht mit @MEDIUM"" betiteln, sondern ""Traurig aber wahr""",0,0,1
125,"@USER, wie ist deine Meinung zum Economic Partnership Agreement?",0,0,0
126,"Je nach Pflegestufe wird die Pflege zu einem 24h Job und ist nicht mehr zu stemmen, wenn man arbeitet. Meine Lösung wären nicht nur gut ausgestattete Pflegeheime mit ausreichend Personal, sondern auch ein annähernd bedingungsloses Grundeinkommen, im Menschen die Option zu geben, ihre Verwandten pflegen zu können, ohne in Geldnot zu kommen.",0,1,1
127,"Heimat ist für mich keine Heimat, wenn man andere Menschen ausschließt oder sogar ausbeutet, aushungert, sie mit Rohstoffkriegen überzieht und sie dann im Mittelmeer ersaufen lässt und sie an den Grenzen abweist.",0,0,0
128,""" Dann sind Sie also dafür, dass diese Menschen vom einen Elend ins nächste gelangen und irgendwann so verzweifelt sind, dass sie entweder drogensüchtig oder kriminell werden, schlimmstenfalls auch aus Frust gewalttätig?"" Na Problem erkannt?",0,0,0
129,""" Haben Sie eigentlich nicht mitbekommen, was in Frankreich seit Jahren abgeht?"" Natürlich habe ich in den letzen 2 Jahrzenten auch hin und wieder mal nach Frankreich rüber geschaut.",0,0,1
130,"""Was sollen diese meistens ungebildeten Wirtschaftsflüchtlinge (ohne Wertung, einfach als Bezeichnung, es entspricht den Tatsachen) Du bist ein strunz dummer Hohlkopf. Das ist keine Wertung.",1,0,0
131,""" denn Ihrer Meinung nach in den europäischen Leistungsgesellschaften anfangen?"" Bewertest du jeden Mensch nur nach seiner wirtschaftlichen Leistung?",0,0,0
132,"""Die meisten können nicht einmal lesen! "" Wie du weißt, oder auch nicht ist die arabische Schrigt komplett anders. Ich kann auch nicht lesen. Ich kann die arrabische Schrift nicht lesen.",0,0,1
133,""" Sie können ja gern einen Wirtschaftsflüchtling "" Wie ist deine Meinung zum Economic Partnership Agreemet?",0,0,0
134,"""Das ändert aber nichts an den weiterhin elenden Lebensbedingungen der nicht Geflüchteten in ihrer Heimat, "" Das ist soweit richtig. Nur sollte man die Menschen aus einem brennenden Haus erst rausholen, es dann löschen, wieder aufbauen und sie dann wieder zurück schicken.",0,1,0
135,"""Selbst wenn es einigen Geflüchteten gelingen sollte, hier Lesen und Schreiben zu lernen (was ich aber angesichts der Tatsache, dass es schon für analphabetische Muttersprachler schwer ist, für sehr unwahrscheinlich halte),"" Ich habe mich schon mit einigen Flüchtlingen unterhalten, die nicht nur unsere Sprache sprechen, sondern wesentlich gebildeter sind als ich und du.",0,1,1
136,"""Niemand verlässt gern sein Zuhause! Es ist völlig idiotisch, alle möglichen Leute hierherkommen "" Warum verlassen sie denn ihre Heimat? AfD."" Weil sie mit Hartz 4 mehr Geld bekommen, als in ihrer Heimat. Aber niemand von der AfD fragt sich :"" WARUM?"" Natürlich nicht. Es ist einfach mit rechtsradikaler Gesinnung auf Flüchtlinge und Migranten drauf zu hauen, als sich mal hin zusetzen und die Fluchtursachen zu analysieren.",0,1,1
137,""" Und irgendwann wird es zu Unruhen kommen, aufgrund Aggressionen der Geflüchteten aus Frust und Verzweiflung und Aggressionen der Autochthonen aus Zorn. "" Sie oben... Problem erkannt? Und was ist mit all den ""Flüchtlingen"" und ""Migranten"" in gelben Westen in ganz Europa? Ist denen vielleicht auch langweilig?",0,0,0
138,""" Das alles führt zu Konkurrenzsituationen! "" Das ist rchtig. Aber auch hierfür gibt es simple Lösungen.",0,0,0
139,"""Es ist völlig idiotisch, alle möglichen Leute hierherkommen zu lassen, in eine ihnen völlig fremde Kultur, und sie lebenslang (denn so wird es kommen) zu versorgen, "" Wann hat die AfD gegen Fluchtursachen demonstriert? Wann hat die AfD gegen wirtschaftliche Ausbetung, Rohstoffkriege, Wirtschaftskriege, ausbeuterische Freihandelsabkommen, Waffenliederungen und den Klimawandel demonstriert?",0,0,0
140,""" gedacht? Nein, so weit denken grüne Traumtänzer ja nicht! Die denken nur von 12 bis Mittag! "" Ich fall gleich lachend vom Stuhl. Ich verweise mal auf meine Facebooseite ""Neu denken"".",0,1,1
141,"""Die wollen einfach nur herholen, herholen, herholen, "" Nein! Siehe Fluchtursachen bekämpfen.",0,1,1
142,"""Seenotrettern egal"" Jeds Schiff ist verplfichtet Menschen aus Seenot zu retten.",0,0,1
143,"""Das ist alles so unfassbar dämlich, ich finde keine Worte dafür! "" Ich schon. Dass nennt sich Bildungsnostand.",0,0,0
144,"""NEIN, ich vergleiche NICHT Menschen mit Tieren,"" Sie vielleicht nicht. Andere ihrer Partei schon. Und andere Menschen, die, die AfD, NPD und Co. gut findet.",0,0,1
145,"@USER ""Hilfe besteht darin, den Leuten in den Heimatländern zu helfen, sprich: Bildung ermöglichen, Infrastruktur aufbauen, Länder nicht mehr ausbeuten, "" Hey. Ein Problem hast du erkannt. Wann bist du dafür schon demonstrieren gegangen?",0,0,0
146,"""und jawohl, auch Geburtenregelung zu vermitteln. "" Ein Problem ist, dass die Kinder, das kaum bzw. nicht vorhandene Sozialversicherungssystem erstezen.",0,1,0
147,""" Hauptsache, sie haben ganz konkret erfahrbar ""edel"" Leben gerettet und können sich in diesem Gefühl suhlen. "" Die AfD und Co. suhlt sich statt dessen in den Leichen der Menschen, die auf der Flucht ums leben bekommen sind.",1,0,0
148,"""Alles Andere ist dumme Traumtänzerei, völlig irrational, sinnlos und nur dem Wunsch geschuldet, sich in dem Gefühl, edel, hilfreich & gut zu sein, suhlen zu können, jawohl. ""Animal hording"" (s. o.) ist keine Hilfe!"" Es sind die ersten denansätze zu finden. Das ist schon mal positiv. Aber ihre Lösungsweg ist inhuman und geht über Leichen.",1,0,0
149,Zum Thema Fluchtursachen bekämpfen. Ich nehme die AfD in der hinsicht solange nicht ernst bis sie gegen die Fluchtursachen demonstrieren.,0,0,0
